village_code,county_chinese_name,township_chinese_name,village_chinese_name,village_english_name,county_id,county_code,township_id,township_code,note,township_english_name,restaurant_count
63000070033,臺北市,萬華區,日祥里,Rixiang Vil.,A,63000,A05,63000070,,Wanhua District,3
63000030043,臺北市,大安區,大學里,Daxue Vil.,A,63000,A02,63000030,,Da'an District,14
63000030057,臺北市,大安區,學府里,Xuefu Vil.,A,63000,A02,63000030,,Da'an District,92
63000030047,臺北市,大安區,黎孝里,Lixiao Vil.,A,63000,A02,63000030,,Da'an District,16
63000070028,臺北市,萬華區,銘德里,Mingde Vil.,A,63000,A05,63000070,,Wanhua District,6
63000020040,臺北市,信義區,黎忠里,Lizhong Vil.,A,63000,A17,63000020,,Xinyi District,9
63000030013,臺北市,大安區,古風里,Gufeng Vil.,A,63000,A02,63000030,,Da'an District,7
63000050007,臺北市,中正區,網溪里,Wangxi Vil.,A,63000,A03,63000050,,Zhongzheng District,9
63000020033,臺北市,信義區,泰和里,Taihe Vil.,A,63000,A17,63000020,,Xinyi District,20
63000050005,臺北市,中正區,河堤里,Heti Vil.,A,63000,A03,63000050,,Zhongzheng District,5
63000070027,臺北市,萬華區,保德里,Baode Vil.,A,63000,A05,63000070,,Wanhua District,2
63000030044,臺北市,大安區,芳和里,Fanghe Vil.,A,63000,A02,63000030,,Da'an District,17
63000020039,臺北市,信義區,黎平里,Liping Vil.,A,63000,A17,63000020,,Xinyi District,10
63000070023,臺北市,萬華區,孝德里,Xiaode Vil.,A,63000,A05,63000070,,Wanhua District,4
63000030038,臺北市,大安區,虎嘯里,Huxiao Vil.,A,63000,A02,63000030,,Da'an District,18
63000030039,臺北市,大安區,臥龍里,Wolong Vil.,A,63000,A02,63000030,,Da'an District,21
63000070030,臺北市,萬華區,壽德里,Shoude Vil.,A,63000,A05,63000070,,Wanhua District,5
63000030040,臺北市,大安區,龍淵里,Longyuan Vil.,A,63000,A02,63000030,,Da'an District,9
63000070034,臺北市,萬華區,忠貞里,Zhongzhen Vil.,A,63000,A05,63000070,,Wanhua District,0
63000050006,臺北市,中正區,頂東里,Dingdong Vil.,A,63000,A03,63000050,,Zhongzheng District,12
63000070036,臺北市,萬華區,騰雲里,Tengyun Vil.,A,63000,A05,63000070,,Wanhua District,42
63000070026,臺北市,萬華區,全德里,Quande Vil.,A,63000,A05,63000070,,Wanhua District,10
63000030011,臺北市,大安區,龍坡里,Longpo Vil.,A,63000,A02,63000030,,Da'an District,10
63000030012,臺北市,大安區,龍泉里,Longquan Vil.,A,63000,A02,63000030,,Da'an District,12
63000070035,臺北市,萬華區,凌霄里,Lingxiao Vil.,A,63000,A05,63000070,,Wanhua District,1
63000070025,臺北市,萬華區,錦德里,Jinde Vil.,A,63000,A05,63000070,,Wanhua District,8
63000020029,臺北市,信義區,惠安里,Hui'an Vil.,A,63000,A17,63000020,,Xinyi District,19
63000030014,臺北市,大安區,古莊里,Guzhuang Vil.,A,63000,A02,63000030,,Da'an District,17
63000020032,臺北市,信義區,六合里,Liuhe Vil.,A,63000,A17,63000020,,Xinyi District,24
63000050008,臺北市,中正區,板溪里,Banxi Vil.,A,63000,A03,63000050,,Zhongzheng District,11
63000050009,臺北市,中正區,螢圃里,Yingpu Vil.,A,63000,A03,63000050,,Zhongzheng District,11
63000050010,臺北市,中正區,螢雪里,Yingxue Vil.,A,63000,A03,63000050,,Zhongzheng District,29
63000020038,臺北市,信義區,黎順里,Lishun Vil.,A,63000,A17,63000020,,Xinyi District,14
63000020036,臺北市,信義區,雙和里,Shuanghe Vil.,A,63000,A17,63000020,,Xinyi District,20
63000070022,臺北市,萬華區,忠德里,Zhongde Vil.,A,63000,A05,63000070,,Wanhua District,9
63000030037,臺北市,大安區,群英里,Qunying Vil.,A,63000,A02,63000030,,Da'an District,6
63000030036,臺北市,大安區,群賢里,Qunxian Vil.,A,63000,A02,63000030,,Da'an District,11
63000030034,臺北市,大安區,法治里,Fazhi Vil.,A,63000,A02,63000030,,Da'an District,12
63000030028,臺北市,大安區,龍生里,Longsheng Vil.,A,63000,A02,63000030,,Da'an District,17
63000070024,臺北市,萬華區,和德里,Hede Vil.,A,63000,A05,63000070,,Wanhua District,8
63000050012,臺北市,中正區,永昌里,Yongchang Vil.,A,63000,A03,63000050,,Zhongzheng District,4
63000050011,臺北市,中正區,永功里,Yonggong Vil.,A,63000,A03,63000050,,Zhongzheng District,14
63000030035,臺北市,大安區,全安里,Quan'an Vil.,A,63000,A02,63000030,,Da'an District,11
63000070014,臺北市,萬華區,新和里,Xinhe Vil.,A,63000,A05,63000070,,Wanhua District,8
63000070020,臺北市,萬華區,日善里,Rishan Vil.,A,63000,A05,63000070,,Wanhua District,6
63000070021,臺北市,萬華區,新安里,Xin'an Vil.,A,63000,A05,63000070,,Wanhua District,6
63000030021,臺北市,大安區,錦華里,Jinhua Vil.,A,63000,A02,63000030,,Da'an District,9
63000020035,臺北市,信義區,景勤里,Jingqin Vil.,A,63000,A17,63000020,,Xinyi District,16
63000070013,臺北市,萬華區,新忠里,Xinzhong Vil.,A,63000,A05,63000070,,Wanhua District,10
63000020037,臺北市,信義區,嘉興里,Jiaxing Vil.,A,63000,A17,63000020,,Xinyi District,4
63000030016,臺北市,大安區,錦安里,Jin'an Vil.,A,63000,A02,63000030,,Da'an District,19
63000030033,臺北市,大安區,臨江里,Linjiang Vil.,A,63000,A02,63000030,,Da'an District,11
